"","firstName","lastName","raceEthnicity","fullName"
"1627","Thomas","Adoue Polk","B_NL","Thomas Adoue Polk"
"1628","Raven","Scott","B_NL","Raven Scott"
"1629","Brad","Greenquist","W_NL","Brad Greenquist"
"1630","Benjamin","Hoffman","W_NL","Benjamin Hoffman"
"1631","Alexander","Schoenauer","W_NL","Alexander Schoenauer"
"1632","Aria","Lyric Leabu","W_NL","Aria Lyric Leabu"
"1633","Salem","Meade","W_NL","Salem Meade"
"1634","Greg","Tarzan Davis","W_NL","Greg Tarzan Davis"
"1635","Jamie","Bock","W_NL","Jamie Bock"
"1636","Karl","Makinen","W_NL","Karl Makinen"
"1637","Adam","William Zastrow","B_NL","Adam William Zastrow"
"1638","Bryan","Scott Johnson","B_NL","Bryan Scott Johnson"
"1639","Kirk","Geiger","W_NL","Kirk Geiger"
"1640","Paul","Mabon","B_NL","Paul Mabon"
"1641","Scott","MacDonald","W_NL","Scott MacDonald"
"1642","Tim","deZarn","W_NL","Tim deZarn"
"1643","P.J.","King","B_NL","P.J. King"
"1644","Michael","Lanahan","W_NL","Michael Lanahan"
"1645","Joshua","Nazaroff","W_NL","Joshua Nazaroff"
"1646","Alex","Solowitz","HL","Alex Solowitz"
"1647","Martin","J. Riddell","W_NL","Martin J. Riddell"
"1648","Wes","Brown","B_NL","Wes Brown"
"1649","Ellen","Buckley","W_NL","Ellen Buckley"
"1650","Dillon","Daniel","B_NL","Dillon Daniel"
"1651","Alexander","Lewis","B_NL","Alexander Lewis"
"1652","Michael","Froton","W_NL","Michael Froton"
"1653","Anthony","Fox","B_NL","Anthony Fox"
"1654","Patty","Ann Nix","W_NL","Patty Ann Nix"
"1655","Craig","Reed","W_NL","Craig Reed"
"1656","Bo","McCann","W_NL","Bo McCann"
"1657","Aureelia","E. Richards","HL","Aureelia E. Richards"
"1658","Haley","Benson","W_NL","Haley Benson"
"1659","Lucinda","Jubb","W_NL","Lucinda Jubb"
"1660","Jonney","Ahmanson","B_NL","Jonney Ahmanson"
"1661","Preston","Bailey","B_NL","Preston Bailey"
"1662","Monty","Stuart","W_NL","Monty Stuart"
"1663","Tom","Crisp","W_NL","Tom Crisp"
"1664","Aviel","Ayoung","B_NL","Aviel Ayoung"
"1665","Larry","Cedar","W_NL","Larry Cedar"
"1666","Mac","Jarman","B_NL","Mac Jarman"
"1667","Lon","Gowan","A","Lon Gowan"
"1668","John","Apicella","W_NL","John Apicella"
"1669","Kyle","Bornheimer","W_NL","Kyle Bornheimer"
"1670","Grey","Griffin","B_NL","Grey Griffin"
"1671","Tracey","Ullman","W_NL","Tracey Ullman"
"1672","Wilmer","Valderrama","HL","Wilmer Valderrama"
"1673","Kailey","Crawford","W_NL","Kailey Crawford"
"1674","Chris","Sanders","B_NL","Chris Sanders"
"1675","James","Ryan","W_NL","James Ryan"
"1676","Gabriel","Jack","B_NL","Gabriel Jack"
"1677","Melissa","Disney","W_NL","Melissa Disney"
"1678","Joel","Crawford","B_NL","Joel Crawford"
"1679","Januel","Mercado","HL","Januel Mercado"
"1680","Ryan","Naylor","W_NL","Ryan Naylor"
"1681","Artemis","Pebdani","W_NL","Artemis Pebdani"
"1682","Juhan","Ulfsak","W_NL","Juhan Ulfsak"
"1683","Jefferson","Hall","B_NL","Jefferson Hall"
"1684","Ivo","Uukkivi","W_NL","Ivo Uukkivi"
"1685","Andrew","Howard","W_NL","Andrew Howard"
"1686","Rich","Ceraulo Ko","W_NL","Rich Ceraulo Ko"
"1687","Jonathan","Camp","W_NL","Jonathan Camp"
"1688","Sander","Rebane","W_NL","Sander Rebane"
"1689","Martin","Donovan","W_NL","Martin Donovan"
"1690","Clémence","Poésy","B_NL","Clémence Poésy"
"1691","Josh","Stewart","W_NL","Josh Stewart"
"1692","Dimple","Kapadia","A","Dimple Kapadia"
"1693","Denzil","Smith","B_NL","Denzil Smith"
"1694","Jeremy","Theobald","W_NL","Jeremy Theobald"
"1695","Tom","Nolan","W_NL","Tom Nolan"
"1696","Laurie","Shepherd","W_NL","Laurie Shepherd"
"1697","Yuri","Kolokolnikov","W_NL","Yuri Kolokolnikov"
"1698","Marcel","Sabat","W_NL","Marcel Sabat"
"1699","Julia-Maria","Arnolds","HL","Julia-Maria Arnolds"
"1700","Jack","Cutmore-Scott","W_NL","Jack Cutmore-Scott"
"1701","Himesh","Patel","A","Himesh Patel"
"1702","Adam","Cropper","W_NL","Adam Cropper"
"1703","Jan","Uuspõld","W_NL","Jan Uuspõld"
"1704","Kaspar","Velberg","W_NL","Kaspar Velberg"
"1705","Sergo","Vares","W_NL","Sergo Vares"
"1706","Rain","Tolk","W_NL","Rain Tolk"
"1707","Aaron","Taylor-Johnson","B_NL","Aaron Taylor-Johnson"
"1708","Fiona","Dourif","W_NL","Fiona Dourif"
"1709","Henrik","Kalmet","W_NL","Henrik Kalmet"
"1710","Sean","Avery","B_NL","Sean Avery"
"1711","John","Orantes","HL","John Orantes"
"1712","Seb","Carrington","B_NL","Seb Carrington"
"1713","Matthew","Marsden","W_NL","Matthew Marsden"
"1714","Alex","Wexo","HL","Alex Wexo"
"1715","Amr","Waked","W_NL","Amr Waked"
"1716","Kristoffer","Polaha","W_NL","Kristoffer Polaha"
"1717","Ravi","Patel","A","Ravi Patel"
"1718","Oliver","Cotton","B_NL","Oliver Cotton"
"1719","Lucian","Perez","HL","Lucian Perez"
"1720","Gabriella","Wilde","W_NL","Gabriella Wilde"
"1721","Kelvin","Yu","A","Kelvin Yu"
"1722","Stuart","Milligan","W_NL","Stuart Milligan"
"1723","Shane","Attwooll","B_NL","Shane Attwooll"
"1724","David","Al Fahmi","W_NL","David Al Fahmi"
"1725","Kevin","Wallace","B_NL","Kevin Wallace"
"1726","Jessie","Graff","W_NL","Jessie Graff"
"1727","Bronte","Lavine","B_NL","Bronte Lavine"
"1728","Briony","Scarlett","B_NL","Briony Scarlett"
"1729","Jade","Johnson","B_NL","Jade Johnson"
"1730","Miranda","Chambers","B_NL","Miranda Chambers"
"1731","Moe","Sasegbon","A","Moe Sasegbon"
"1732","Gwendolyn","Smith","B_NL","Gwendolyn Smith"
"1733","Lyon","Beckwith","B_NL","Lyon Beckwith"
"1734","Ryan","Watson","W_NL","Ryan Watson"
"1735","James","C. Burke","W_NL","James C. Burke"
"1736","Brandon","Thane Wilson","B_NL","Brandon Thane Wilson"
"1737","Oakley","Bull","W_NL","Oakley Bull"
"1738","Andy","Riddle","W_NL","Andy Riddle"
"1739","Rey","Rey Terry","HL","Rey Rey Terry"
"1740","Tina","Edwards","B_NL","Tina Edwards"
"1741","Bill","DeBrason","W_NL","Bill DeBrason"
"1742","Rick","Kain","W_NL","Rick Kain"
"1743","Vickie","Warehime","B_NL","Vickie Warehime"
"1744","Mike","D. Anderson","W_NL","Mike D. Anderson"
"1745","Christopher","Crutchfield Walker","W_NL","Christopher Crutchfield Walker"
"1746","Gina","Grinkemeyer","W_NL","Gina Grinkemeyer"
"1747","Cassandra","Newman","B_NL","Cassandra Newman"
"1748","Valerie","Leonard","B_NL","Valerie Leonard"
"1749","Susan","Smythe","W_NL","Susan Smythe"
"1750","Bob","Cusack","W_NL","Bob Cusack"
"1751","John","Bucy","W_NL","John Bucy"
"1752","Patrick","Gover","B_NL","Patrick Gover"
"1753","Tracy","Tobin","W_NL","Tracy Tobin"
"1754","Mitch","Holson","W_NL","Mitch Holson"
"1755","Ashley","Gladden","B_NL","Ashley Gladden"
"1756","Spencer","Trinwith","W_NL","Spencer Trinwith"
"1757","Parker","Damm","W_NL","Parker Damm"
"1758","Caroline","Coleman","B_NL","Caroline Coleman"
"1759","Summer","Snead","W_NL","Summer Snead"
"1760","Tori","Beverly","B_NL","Tori Beverly"
"1761","Raquel","Merediz","HL","Raquel Merediz"
"1762","Vince","Eisenson","B_NL","Vince Eisenson"
"1763","Asim","Chaudhry","A","Asim Chaudhry"
"1764","Danny","Morgan","B_NL","Danny Morgan"
"1765","Tessa","Bonham Jones","B_NL","Tessa Bonham Jones"
"1766","Philip","Philmar","W_NL","Philip Philmar"
"1767","Mensah","Bediako","B_NL","Mensah Bediako"
"1768","Russell","Barnett","W_NL","Russell Barnett"
"1769","Peter","Brooke","W_NL","Peter Brooke"
"1770","Jarren","Dalmeda","HL","Jarren Dalmeda"
"1771","Jasmine","Clark","B_NL","Jasmine Clark"
"1772","Jonathan","Ajayi","B_NL","Jonathan Ajayi"
"1773","Tomos","Vaughan-Williams","W_NL","Tomos Vaughan-Williams"
"1774","Avi","Rothman","W_NL","Avi Rothman"
"1775","Belinda","Mayne","B_NL","Belinda Mayne"
"1776","Orlando","James","B_NL","Orlando James"
"1777","Ed","Birch","W_NL","Ed Birch"
"1778","Aykut","Hilmi","W_NL","Aykut Hilmi"
"1779","Zaydun","Khalaf","W_NL","Zaydun Khalaf"
"1780","Nerea","Palacios","HL","Nerea Palacios"
"1781","Altahay","Ramos Martin","HL","Altahay Ramos Martin"
"1782","Joanne","Henry","B_NL","Joanne Henry"
"1783","Patrick","Lyster","W_NL","Patrick Lyster"
"1784","Sam","Sheridan","W_NL","Sam Sheridan"
"1785","Paul","Boyd","B_NL","Paul Boyd"
"1786","Vincent","Jerome","B_NL","Vincent Jerome"
"1787","Akie","Kotabe","A","Akie Kotabe"
"1788","Kenneth","Jay","B_NL","Kenneth Jay"
"1789","Jasmine","Hyde","B_NL","Jasmine Hyde"
"1790","Paul","McQuaid","W_NL","Paul McQuaid"
"1791","Gabriel","Constantin","HL","Gabriel Constantin"
"1792","Alex","Delescu","W_NL","Alex Delescu"
"1793","Mish","Boyko","W_NL","Mish Boyko"
"1794","Constantine","Gregory","B_NL","Constantine Gregory"
"1795","Michael","Poole","W_NL","Michael Poole"
"1796","Joe","Palka","W_NL","Joe Palka"
"1797","Jean","H. Miller","W_NL","Jean H. Miller"
"1798","Mike","Sengelow","B_NL","Mike Sengelow"
"1799","Paul","Connaughton","W_NL","Paul Connaughton"
"1800","Wendy","Albiston","W_NL","Wendy Albiston"
"1801","Rhonda","Overby","W_NL","Rhonda Overby"
"1802","Lambro","Demetriou","W_NL","Lambro Demetriou"
"1803","Jonny","Barry","B_NL","Jonny Barry"
"1804","Luis","Torrecilla","HL","Luis Torrecilla"
"1805","Sarah","Barlondo","B_NL","Sarah Barlondo"
"1806","Matt","Costello","W_NL","Matt Costello"
"1807","Evan","Bittner","W_NL","Evan Bittner"
"1808","Archie","L. Harris","B_NL","Archie L. Harris, Jr."
"1809","Stephanie","Waters","B_NL","Stephanie Waters"
"1810","Thomas","Clay Strickland","W_NL","Thomas Clay Strickland"
"1811","Chi-Lin","Nim","A","Chi-Lin Nim"
"1812","Michael","Kaurene","W_NL","Michael Kaurene"
"1813","Michael","Gabel","W_NL","Michael Gabel"
"1814","Orlando","Gonzalez","HL","Orlando Gonzalez"
"1815","Dan","De Luca","HL","Dan De Luca"
"1816","Ahmed","Hussien","W_NL","Ahmed Hussien"
"1817","Tony","Zarouel","W_NL","Tony Zarouel"
"1818","Naithan","Ariane","W_NL","Naithan Ariane"
"1819","Joel","Morris","B_NL","Joel Morris"
"1820","Michael","Salami","W_NL","Michael Salami"
"1821","Kosha","Engler","W_NL","Kosha Engler"
"1822","Asa","Sheridan","W_NL","Asa Sheridan"
"1823","Alma","Varsano","HL","Alma Varsano"
"1824","Maya","Varsano","A","Maya Varsano"
"1825","Jaron","Varsano","W_NL","Jaron Varsano"
"1826","Tilly","Winford","B_NL","Tilly Winford"
"1827","Victoria","Broom","B_NL","Victoria Broom"
"1828","Hamza","Siddique","A","Hamza Siddique"
"1829","Colin","Stinton","W_NL","Colin Stinton"
"1830","Katharine","Pickering","W_NL","Katharine Pickering"
"1831","Karis","McCabe","W_NL","Karis McCabe"
"1832","Saskia","Neville","W_NL","Saskia Neville"
"1833","Jenny","Pacey","W_NL","Jenny Pacey"
"1834","Mikayla-Jade","Barber","B_NL","Mikayla-Jade Barber"
"1835","Candice","Carbine","B_NL","Candice Carbine"
"1836","Donna","Forbes","B_NL","Donna Forbes"
"1837","Chantal","Nell","B_NL","Chantal Nell"
"1838","Helen","Mirren","W_NL","Helen Mirren"
"1839","Charlize","Theron","B_NL","Charlize Theron"
"1840","Finn","Cole","W_NL","Finn Cole"
"1841","Anna","Sawai","A","Anna Sawai"
"1842","Shad","Moss","B_NL","Shad Moss"
"1843","Thue","Ersted Rasmussen","A","Thue Ersted Rasmussen"
"1844","Don","Omar","W_NL","Don Omar"
"1845","Shea","Whigham","B_NL","Shea Whigham"
"1846","Vinnie","Bennett","B_NL","Vinnie Bennett"
"1847","J.D.","Pardo","HL","J.D. Pardo"
"1848","Jim","Parrack","W_NL","Jim Parrack"
"1849","Siena","Agudong","A","Siena Agudong"
"1850","Isaac","Holtane","B_NL","Isaac Holtane"
"1851","Immanuel","Holtane","B_NL","Immanuel Holtane"
"1852","Azia","Dinea Hale","W_NL","Azia Dinea Hale"
"1853","Juju","Zhang","A","Juju Zhang"
"1854","Karson","Kern","W_NL","Karson Kern"
"1855","Igby","Rigney","W_NL","Igby Rigney"
"1856","Sophia","Tatum","B_NL","Sophia Tatum"
"1857","Francis","Ngannou","B_NL","Francis Ngannou"
"1858","Martyn","Ford","W_NL","Martyn Ford"
"1859","Bad","Bunny","A","Bad Bunny"
"1860","Jimmy","Lin","A","Jimmy Lin"
"1861","Jason","Tobin","W_NL","Jason Tobin"
"1862","Cardi","B","B_NL","Cardi B"
"1863","Cered","","W_NL","Cered"
"1864","Ozuna","","W_NL","Ozuna"
"1865","Oqwe","Lin","A","Oqwe Lin"
"1866","Bill","Simmons","B_NL","Bill Simmons"
"1867","Vincent","Sinclair Diesel","B_NL","Vincent Sinclair Diesel"
"1868","Luka","Hays","W_NL","Luka Hays"
"1869","Rory","Stewart Kinnear","B_NL","Rory Stewart Kinnear"
"1870","Dali","Benssalah","W_NL","Dali Benssalah"
"1871","David","Dencik","W_NL","David Dencik"
"1872","Lashana","Lynch","B_NL","Lashana Lynch"
"1873","Millicent","Simmonds","B_NL","Millicent Simmonds"
"1874","Noah","Jupe","W_NL","Noah Jupe"
"1875","Wayne","Duvall","B_NL","Wayne Duvall"
"1876","Sigourney","Weaver","W_NL","Sigourney Weaver"
"1877","Stephen","Lang","A","Stephen Lang"
"1878","Kate","Winslet","W_NL","Kate Winslet"
"1879","Cliff","Curtis","B_NL","Cliff Curtis"
"1880","Joel","David Moore","B_NL","Joel David Moore"
"1881","CCH","Pounder","B_NL","CCH Pounder"
"1882","Edie","Falco","W_NL","Edie Falco"
"1883","Brendan","Cowell","W_NL","Brendan Cowell"
"1884","Jemaine","Clement","B_NL","Jemaine Clement"
"1885","Jamie","Flatters","W_NL","Jamie Flatters"
"1886","Britain","Dalton","B_NL","Britain Dalton"
"1887","Trinity","Bliss","W_NL","Trinity Bliss"
"1888","Jack","Champion","B_NL","Jack Champion"
"1889","Filip","Geljo","W_NL","Filip Geljo"
"1890","Bailey","Bass","W_NL","Bailey Bass"
"1891","Duane","Evans Jr.","B_NL","Duane Evans Jr."
"1892","Giovanni","Ribisi","W_NL","Giovanni Ribisi"
"1893","Matt","Gerald","W_NL","Matt Gerald"
"1894","Robert","Okumu","B_NL","Robert Okumu"
"1895","Jennifer","Stafford","W_NL","Jennifer Stafford"
"1896","Keston","John","B_NL","Keston John"
"1897","Kevin","Dorman","W_NL","Kevin Dorman"
"1898","Alicia","Vela-Bailey","HL","Alicia Vela-Bailey"
"1899","Sean","Anthony Moran","W_NL","Sean Anthony Moran"
"1900","Andrew","Arrabito","W_NL","Andrew Arrabito"
"1901","Johnny","Alexander","B_NL","Johnny Alexander"
"1902","Kim","Do","A","Kim Do"
"1903","Victor","Lopez","HL","Victor Lopez"
"1904","Maria","Walker","B_NL","Maria Walker"
"1905","Phil","Brown","B_NL","Phil Brown"
"1906","Jocelyn","Christian","B_NL","Jocelyn Christian"
"1907","Joel","Tobeck","W_NL","Joel Tobeck"
"1908","Moana","Ete","B_NL","Moana Ete"
"1909","Jamie","Landau","W_NL","Jamie Landau"
"1910","Jim","Moore","B_NL","Jim Moore"
"1911","Benjamin","Hoetjes","W_NL","Benjamin Hoetjes"
"1912","Nikita","Tu Bryant","A","Nikita Tu Bryant"
"1913","Anthony","Ahern","W_NL","Anthony Ahern"
"1914","Shane","Rangi","B_NL","Shane Rangi"
"1915","Rick","Lucas","B_NL","Rick Lucas"
"1916","Tanya","Drewery","B_NL","Tanya Drewery"
"1917","Ava","Diakhaby","B_NL","Ava Diakhaby"
"1918","Isaac","Te Rina","HL","Isaac Te Rina"
"1919","Eric","Farmer","B_NL","Eric Farmer"
"1920","Philip","Mtambo","B_NL","Philip Mtambo"
"1921","Daniel","Lough","W_NL","Daniel Lough"
"1922","Cruz","Moir","HL","Cruz Moir"
"1923","Alex","Lucas","B_NL","Alex Lucas"
"1924","Scarlett","Fernandez","HL","Scarlett Fernandez"
"1925","Chloe","Coleman","B_NL","Chloe Coleman"
"1926","Jeremy","Irwin","W_NL","Jeremy Irwin"
"1927","Kacie","Borrowman","W_NL","Kacie Borrowman"
"1928","John","McLean","B_NL","John McLean"
"1929","Devereau","Chumrau","A","Devereau Chumrau"
"1930","Courtney","Rosemont","B_NL","Courtney Rosemont"
"1931","Kevin","Henderson","B_NL","Kevin Henderson"
"1932","Shawn","Driscoll","W_NL","Shawn Driscoll"
"1933","Tarikura","Kapea","B_NL","Tarikura Kapea"
"1934","Danny","Sapani","A","Danny Sapani"
"1935","DeWanda","Wise","B_NL","DeWanda Wise"
"1936","Mamoudou","Athie","B_NL","Mamoudou Athie"
"1937","Campbell","Scott","B_NL","Campbell Scott"
"1938","Scott","Haze","W_NL","Scott Haze"
"1939","Dichen","Lachman","A","Dichen Lachman"
"1940","Taraji","P. Henson","A","Taraji P. Henson"
"1941","RZA","","W_NL","RZA"
"1942","Jean-Claude","Van Damme","W_NL","Jean-Claude Van Damme"
"1943","Lucy","Lawless","W_NL","Lucy Lawless"
"1944","Dolph","Lundgren","W_NL","Dolph Lundgren"
"1945","Danny","Trejo","HL","Danny Trejo"
"1946","Russell","Brand","W_NL","Russell Brand"
"1947","Alan","Arkin","W_NL","Alan Arkin"
"1948","Will","Arnett","W_NL","Will Arnett"
"1949","Kevin","Michael Richardson","B_NL","Kevin Michael Richardson"
"1950","Jimmy","O. Yang","A","Jimmy O. Yang"
"1951","John","Turturro","W_NL","John Turturro"
"1952","Peter","Sarsgaard","W_NL","Peter Sarsgaard"
"1953","Barry","Keoghan","W_NL","Barry Keoghan"
"1954","Jayme","Lawson","B_NL","Jayme Lawson"
"1955","Gil","Perez-Abraham","A","Gil Perez-Abraham"
"1956","Peter","McDonald","W_NL","Peter McDonald"
"1957","Con","O’Neill","B_NL","Con O’Neill"
"1958","Alex","Ferns","HL","Alex Ferns"
"1959","Rupert","Penry-Jones","B_NL","Rupert Penry-Jones"
"1960","Archie","Barnes","B_NL","Archie Barnes"
"1961","Janine","Harouni","W_NL","Janine Harouni"
"1962","Hana","Harouni","W_NL","Hana Harouni"
"1963","Joseph","Walker","B_NL","Joseph Walker"
"1964","Luke","Roberts","W_NL","Luke Roberts"
"1965","Oscar","Novak","HL","Oscar Novak"
"1966","Stella","Stocker","W_NL","Stella Stocker"
"1967","Sandra","Dickinson","W_NL","Sandra Dickinson"
"1968","Jack","Bennett","W_NL","Jack Bennett"
"1969","Andre","Nightingale","B_NL","Andre Nightingale"
"1970","Richard","James Neale","B_NL","Richard James Neale"
"1971","Lorraine","Tai","A","Lorraine Tai"
"1972","James","Eeles","W_NL","James Eeles"
"1973","Angela","Yeoh","A","Angela Yeoh"
"1974","Leemore","Marrett Jr","B_NL","Leemore Marrett Jr"
"1975","Ezra","Elliott","B_NL","Ezra Elliott"
"1976","Itoya","Osagiede","B_NL","Itoya Osagiede"
"1977","Stewart","Alexander","W_NL","Stewart Alexander"
"1978","Adam","Rojko Vega","HL","Adam Rojko Vega"
"1979","Heider","Ali","W_NL","Heider Ali"
"1980","Marcus","Onilude","B_NL","Marcus Onilude"
"1981","Elena","Saurel","W_NL","Elena Saurel"
"1982","Ed","Kear","W_NL","Ed Kear"
"1983","Amanda","Blake","B_NL","Amanda Blake"
"1984","Todd","Boyce","W_NL","Todd Boyce"
"1985","Brandon","Bassir","W_NL","Brandon Bassir"
"1986","Will","Austin","B_NL","Will Austin"
"1987","Chabris","Napier-Lawrence","B_NL","Chabris Napier-Lawrence"
"1988","Douglas","Russell","W_NL","Douglas Russell"
"1989","Charlie","Carver","B_NL","Charlie Carver"
"1990","Max","Carver","W_NL","Max Carver"
"1991","Phil","Aizlewood","W_NL","Phil Aizlewood"
"1992","Mark","Killeen","W_NL","Mark Killeen"
"1993","Philip","Shaun McGuinness","W_NL","Philip Shaun McGuinness"
"1994","Lorna","Brown","B_NL","Lorna Brown"
"1995","Elliot","Warren","B_NL","Elliot Warren"
"1996","Jay","Lycurgo","A","Jay Lycurgo"
"1997","Stefan","Race","W_NL","Stefan Race"
"1998","Elijah","Baker","B_NL","Elijah Baker"
"1999","Craige","Middleburg","W_NL","Craige Middleburg"
"2000","Spike","Fearn","W_NL","Spike Fearn"
"2001","Urielle","Klein-Mekongo","B_NL","Urielle Klein-Mekongo"
"2002","Bronson","Webb","B_NL","Bronson Webb"
"2003","Madeleine","Gray","B_NL","Madeleine Gray"
"2004","Ste","Johnston","B_NL","Ste Johnston"
"2005","Arthur","Lee","A","Arthur Lee"
"2006","Parry","Glasspool","W_NL","Parry Glasspool"
"2007","Jordan","Coulson","W_NL","Jordan Coulson"
"2008","Hadas","Gold","W_NL","Hadas Gold"
"2009","Pat","Battle","B_NL","Pat Battle"
"2010","Bobby","Cuza","HL","Bobby Cuza"
"2011","Dean","Meminger","W_NL","Dean Meminger"
"2012","Roma","Torre","HL","Roma Torre"
"2013","Mike","Capozzola","HL","Mike Capozzola"
"2014","Amanda","Hurwitz","W_NL","Amanda Hurwitz"
"2015","Joshua","Eldridge-Smith","W_NL","Joshua Eldridge-Smith"
"2016","Daniel","Rainford","B_NL","Daniel Rainford"
"2017","Nathalie","Armin","W_NL","Nathalie Armin"
"2018","Jose","Palma","HL","Jose Palma"
"2019","Kazeem","Tosin Amore","W_NL","Kazeem Tosin Amore"
"2020","Olivia","Colman","B_NL","Olivia Colman"
"2021","Harvey","Guillen","HL","Harvey Guillen"
"2022","Wagner","Moura","HL","Wagner Moura"
"2023","Anthony","Mendez","HL","Anthony Mendez"
"2024","John","Mulaney","W_NL","John Mulaney"
"2025","Florence","Pugh","B_NL","Florence Pugh"
"2026","Da’Vine","Joy Randolph","B_NL","Da’Vine Joy Randolph"
"2027","Ray","Winstone","B_NL","Ray Winstone"
"2028","Chris","Miller","W_NL","Chris Miller"
