,Rank,Movie,Distributor,Domestic Box Office,Opening Weekend Box Office,Max Theater Count,link
0,1,Spider-Man: No Way Home,Sony Pict…,"$814,115,070","$260,138,569",4336,https://www.the-numbers.com/movie/Spider-Man-No-Way-Home-(2021)#tab=summary
1,2,Shang-Chi and the Legend of the Ten Rings,Walt Disney,"$224,543,292","$75,388,688",4300,https://www.the-numbers.com/movie/Shang-Chi-and-the-Legend-of-the-Ten-Rings-(2021)#tab=summary
2,3,Venom: Let There be Carnage,Sony Pict…,"$213,550,366","$90,033,210",4225,https://www.the-numbers.com/movie/Venom-Let-There-be-Carnage#tab=summary
3,4,Black Widow,Walt Disney,"$183,651,655","$80,366,312",4275,https://www.the-numbers.com/movie/Black-Widow-(2021)#tab=summary
4,5,F9: The Fast Saga,Universal,"$173,005,945","$70,043,165",4203,https://www.the-numbers.com/movie/F9-The-Fast-Saga-(2021)#tab=summary
5,6,Eternals,Walt Disney,"$164,870,264","$71,297,219",4090,https://www.the-numbers.com/movie/Eternals-(2021)#tab=summary
6,7,Sing 2,Universal,"$162,790,990","$22,326,230",3892,https://www.the-numbers.com/movie/Sing-2-(2021)#tab=summary
7,8,No Time to Die,United Ar…,"$160,891,007","$55,225,007",4407,https://www.the-numbers.com/movie/No-Time-to-Die-(2021)#tab=summary
8,9,A Quiet Place: Part II,Paramount…,"$160,215,764","$47,547,231",3744,https://www.the-numbers.com/movie/Quiet-Place-Part-II-A-(2020)#tab=summary
9,10,Ghostbusters: Afterlife,Sony Pict…,"$129,360,575","$44,008,406",4315,https://www.the-numbers.com/movie/Ghostbusters-Afterlife#tab=summary
10,11,Free Guy,20th Cent…,"$121,626,598","$28,365,416",4165,https://www.the-numbers.com/movie/Free-Guy-(2020)#tab=summary
11,12,Jungle Cruise,Walt Disney,"$116,987,516","$35,018,731",4310,https://www.the-numbers.com/movie/Jungle-Cruise-(2021)#tab=summary
12,13,Dune,Warner Bros.,"$108,327,830","$41,011,174",4125,https://www.the-numbers.com/movie/Dune-(2020)#tab=summary
13,14,Godzilla vs. Kong,Warner Bros.,"$100,916,094","$32,200,000",3084,https://www.the-numbers.com/movie/Godzilla-vs-Kong-(2020)#tab=summary
14,15,Encanto,Walt Disney,"$96,093,622","$27,206,494",3980,https://www.the-numbers.com/movie/Encanto-(2021)#tab=summary
15,16,Halloween Kills,Universal,"$92,002,155","$49,404,980",3727,https://www.the-numbers.com/movie/Halloween-Kills-(2021)#tab=summary
16,17,Cruella,Walt Disney,"$86,103,234","$21,496,997",3922,https://www.the-numbers.com/movie/Cruella-(2021)#tab=summary
17,18,Space Jam: A New Legacy,Warner Bros.,"$70,592,228","$31,053,362",4002,https://www.the-numbers.com/movie/Space-Jam-A-New-Legacy#tab=summary
18,19,The Conjuring: The Devil Made Me Do It,Warner Bros.,"$65,631,050","$24,104,332",3280,https://www.the-numbers.com/movie/Conjuring-The-Devil-Made-Me-Do-It-The#tab=summary
19,20,Candyman,Universal,"$61,186,570","$22,001,750",3569,https://www.the-numbers.com/movie/Candyman-(2020)#tab=summary
20,21,The Boss Baby: Family Business,Universal,"$57,300,280","$16,000,665",3688,https://www.the-numbers.com/movie/Boss-Baby-Family-Business-The-(2021)#tab=summary
21,22,The Addams Family 2,United Ar…,"$56,489,153","$17,325,007",4207,https://www.the-numbers.com/movie/Addams-Family-2-The#tab=summary
22,23,The Suicide Squad,Warner Bros.,"$55,817,425","$26,205,415",4019,https://www.the-numbers.com/movie/Suicide-Squad-The-(2021)#tab=summary
23,24,Raya and the Last Dragon,Walt Disney,"$54,723,032","$8,502,498",2375,https://www.the-numbers.com/movie/Raya-and-the-Last-Dragon-(2021)#tab=summary
24,25,House of Gucci,United Ar…,"$53,809,574","$14,423,794",3477,https://www.the-numbers.com/movie/House-of-Gucci-(2021)#tab=summary
25,26,Kimetsu no Yaiba: Mugen Ressha-Hen,FUNimation,"$49,888,502","$22,789,600",2087,https://www.the-numbers.com/movie/Kimetsu-no-Yaiba-Mugen-Ressha-Hen-(2020-Japan)#tab=summary
26,27,Clifford the Big Red Dog,Paramount…,"$48,947,356","$16,627,491",3700,https://www.the-numbers.com/movie/Clifford-the-Big-Red-Dog-(2020)#tab=summary
27,28,Old,Universal,"$48,276,510","$16,854,735",3379,https://www.the-numbers.com/movie/Old-(2021)#tab=summary
28,29,Tom and Jerry,Warner Bros.,"$46,536,687","$14,112,629",2563,https://www.the-numbers.com/movie/Tom-and-Jerry-(2020)#tab=summary
29,30,The Forever Purge,Universal,"$44,539,245","$12,551,220",3058,https://www.the-numbers.com/movie/Forever-Purge-The#tab=summary
30,31,Mortal Kombat,Warner Bros.,"$42,326,031","$23,302,503",3114,https://www.the-numbers.com/movie/Mortal-Kombat-(2021)#tab=summary
31,32,Peter Rabbit 2: The Runaway,Sony Pict…,"$40,501,717","$10,101,066",3346,https://www.the-numbers.com/movie/Peter-Rabbit-2-The-Runaway#tab=summary
32,33,The Matrix Resurrections,Warner Bros.,"$40,463,197","$10,749,011",3552,https://www.the-numbers.com/movie/Matrix-Resurrections-The-(2021)#tab=summary
33,34,PAW Patrol: The Movie,Paramount…,"$40,127,371","$13,148,340",3189,https://www.the-numbers.com/movie/Paw-Patrol-The-Movie-(2021-Canada)#tab=summary
34,35,West Side Story,20th Cent…,"$38,530,322","$10,574,618",2820,https://www.the-numbers.com/movie/West-Side-Story-(2020)#tab=summary
35,36,The Hitman’s Wife’s Bodyguard,Lionsgate,"$38,014,727","$11,397,820",3361,https://www.the-numbers.com/movie/Hitmans-Wifes-Bodyguard-The-(2021)#tab=summary
36,37,The King’s Man,20th Cent…,"$37,176,373","$5,915,542",3180,https://www.the-numbers.com/movie/Kings-Man-The-(2020)#tab=summary
37,38,Don’t Breathe 2,Sony Pict…,"$32,638,038","$10,622,473",3005,https://www.the-numbers.com/movie/Dont-Breathe-2-(2021)#tab=summary
38,39,In the Heights,Warner Bros.,"$29,975,167","$11,504,710",3509,https://www.the-numbers.com/movie/In-the-Heights-(2021)#tab=summary
39,40,Snake Eyes: G.I. Joe Origins,Paramount…,"$28,264,325","$13,367,853",3540,https://www.the-numbers.com/movie/Snake-Eyes-G-I-Joe-Origins-(2021)#tab=summary
40,41,Nobody,Universal,"$27,568,035","$6,820,100",2567,https://www.the-numbers.com/movie/Nobody-(2021)#tab=summary
41,42,Wrath of Man,United Ar…,"$27,466,489","$8,309,007",3007,https://www.the-numbers.com/movie/Wrath-of-Man-(2021)#tab=summary
42,43,American Underdog: The Kurt Warner Story,Lionsgate,"$26,514,814","$5,861,836",2813,https://www.the-numbers.com/movie/American-Underdog-The-Kurt-Warner-Story#tab=summary
43,44,Escape Room: Tournament of Champions,Sony Pict…,"$25,314,753","$8,801,391",2815,https://www.the-numbers.com/movie/Escape-Room-Tournament-of-Champions-(2021)#tab=summary
44,45,Respect,United Ar…,"$24,278,399","$8,807,513",3207,https://www.the-numbers.com/movie/Respect-(2020)#tab=summary
45,46,Spiral,Lionsgate,"$23,216,862","$8,750,034",2991,https://www.the-numbers.com/movie/Spiral-(2021)#tab=summary
46,47,Ron’s Gone Wrong,20th Cent…,"$23,009,270","$7,300,225",3560,https://www.the-numbers.com/movie/Rons-Gone-Wrong-(2020)#tab=summary
47,48,Spirit Untamed,Universal,"$17,716,215","$6,101,050",3394,https://www.the-numbers.com/movie/Spirit-Untamed-(2021)#tab=summary
48,49,Licorice Pizza,United Ar…,"$17,318,007","$345,157",1977,https://www.the-numbers.com/movie/Licorice-Pizza-(2021)#tab=summary
49,50,The Green Knight,A24,"$17,173,321","$6,745,121",2798,https://www.the-numbers.com/movie/Green-Knight-The#tab=summary
50,51,Resident Evil: Welcome to Raccoon City,Sony Pict…,"$17,000,612","$5,319,280",2803,https://www.the-numbers.com/movie/Resident-Evil-Welcome-to-Raccoon-City-(2021)#tab=summary
51,52,The French Dispatch,Searchlig…,"$16,124,375","$1,348,804",1225,https://www.the-numbers.com/movie/French-Dispatch-The#tab=summary
52,53,The Marksman,Open Road,"$15,566,093","$3,104,204",2018,https://www.the-numbers.com/movie/Marksman-The-(2021)#tab=summary
53,54,The Unholy,Sony Pict…,"$15,532,137","$3,153,456",2057,https://www.the-numbers.com/movie/Unholy-The-(2021)#tab=summary
54,55,The Little Things,Warner Bros.,"$15,342,746","$4,705,527",2206,https://www.the-numbers.com/movie/Little-Things-The#tab=summary
55,56,King Richard,Warner Bros.,"$15,138,334","$5,406,033",3302,https://www.the-numbers.com/movie/King-Richard-(2020)#tab=summary
56,57,Dear Evan Hansen,Universal,"$15,002,646","$7,442,625",3364,https://www.the-numbers.com/movie/Dear-Evan-Hansen#tab=summary
57,58,Stillwater,Focus Fea…,"$14,465,535","$5,188,150",2611,https://www.the-numbers.com/movie/Stillwater#tab=summary
58,59,Malignant,Warner Bros.,"$13,391,791","$5,434,620",3501,https://www.the-numbers.com/movie/Malignant#tab=summary
59,60,Christmas with the Chosen: The Messengers,Fathom Ev…,"$13,388,000","$4,245,000",1700,https://www.the-numbers.com/movie/Christmas-with-the-Chosen-The-Messengers-(2021)#tab=summary
60,61,Chaos Walking,Lionsgate,"$13,287,908","$3,775,350",2132,https://www.the-numbers.com/movie/Chaos-Walking#tab=summary
61,62,Nightmare Alley,Searchlig…,"$11,338,107","$2,811,703",2145,https://www.the-numbers.com/movie/Nightmare-Alley-(2021)#tab=summary
62,63,The Last Duel,20th Cent…,"$10,853,945","$4,759,151",3065,https://www.the-numbers.com/movie/Last-Duel-The#tab=summary
63,64,Antlers,Searchlig…,"$10,619,670","$4,271,346",2800,https://www.the-numbers.com/movie/Antlers-(2020)#tab=summary
64,65,Cry Macho,Warner Bros.,"$10,310,734","$4,426,161",4022,https://www.the-numbers.com/movie/Cry-Macho-(2021)#tab=summary
65,66,Last Night in Soho,Focus Fea…,"$10,127,625","$4,178,460",3016,https://www.the-numbers.com/movie/Last-Night-in-Soho-(2021-United-Kingdom)#tab=summary
66,67,Boku no Hero Academia: World Heroes’ Mission,FUNimation,"$9,767,647","$6,219,176",1581,https://www.the-numbers.com/movie/Boku-no-Hero-Academia-World-Heroes-Mission-(2021-Japan)#tab=summary
67,68,Belfast,Focus Fea…,"$9,250,870","$1,779,410",1255,https://www.the-numbers.com/movie/Belfast-(2021-United-Kingdom)#tab=summary
68,69,The Many Saints of Newark,Warner Bros.,"$8,237,403","$4,651,571",3181,https://www.the-numbers.com/movie/Many-Saints-of-Newark-The-(2020)#tab=summary
69,70,The Protégé,Lionsgate,"$7,446,823","$2,908,221",2577,https://www.the-numbers.com/movie/Protege-The-(2021)#tab=summary
70,71,Those Who Wish Me Dead,Warner Bros.,"$7,407,200","$2,830,000",3379,https://www.the-numbers.com/movie/Those-Who-Wish-Me-Dead#tab=summary
71,72,The Night House,Searchlig…,"$7,100,581","$2,859,409",2240,https://www.the-numbers.com/movie/Night-House-The#tab=summary
72,73,Spencer,Neon,"$7,086,632","$2,104,767",1265,https://www.the-numbers.com/movie/Spencer-(2021-United-Kingdom)#tab=summary
73,74,Ironbark,Roadside …,"$6,613,432","$1,885,829",1641,https://www.the-numbers.com/movie/Ironbark-(UK)#tab=summary
74,75,A Journal for Jordan,Sony Pict…,"$6,545,174","$1,211,089",2500,https://www.the-numbers.com/movie/Journal-for-Jordan-A-(2021)#tab=summary
75,76,Judas and the Black Messiah,Warner Bros.,"$5,478,009","$2,027,076",1906,https://www.the-numbers.com/movie/Judas-and-the-Black-Messiah-(2020)#tab=summary
76,77,Roadrunner: A Film About Anthony Bourdain,Focus Fea…,"$5,354,970","$1,988,795",954,https://www.the-numbers.com/movie/Roadrunner-A-Film-About-Anthony-Bourdain-(2021)#tab=summary
77,78,CopShop,Open Road,"$5,213,243","$2,315,638",3005,https://www.the-numbers.com/movie/Copshop-(2021)#tab=summary
78,79,Zola,A24,"$4,844,399","$1,200,013",1468,https://www.the-numbers.com/movie/Zola#tab=summary
79,80,Separation,Open Road,"$4,509,143","$1,800,162",1911,https://www.the-numbers.com/movie/Separation#tab=summary
80,81,Boogie,Focus Fea…,"$4,178,620","$1,200,165",1272,https://www.the-numbers.com/movie/Boogie-(2021)#tab=summary
81,82,Reminiscence,Warner Bros.,"$3,900,193","$1,950,793",3265,https://www.the-numbers.com/movie/Reminiscence#tab=summary
82,83,Nomadland,Searchlig…,"$3,700,000",,1200,https://www.the-numbers.com/movie/Nomadland#tab=summary
83,84,12 Mighty Orphans,Sony Pict…,"$3,688,723","$251,569",1047,https://www.the-numbers.com/movie/12-Mighty-Orphans#tab=summary
84,85,Pig,Neon,"$3,186,667","$970,935",588,https://www.the-numbers.com/movie/Pig-(2021)#tab=summary
85,86,The Girl Who Believes In Miracles,Atlas Dis…,"$3,163,362","$546,000",1012,https://www.the-numbers.com/movie/Girl-Who-Believes-In-Miracles-The-(2021)#tab=summary
86,87,Voyagers,Lionsgate,"$3,149,935","$1,379,988",1996,https://www.the-numbers.com/movie/Voyagers#tab=summary
87,88,Dream Horse,Bleecker …,"$2,913,328","$794,741",1284,https://www.the-numbers.com/movie/Dream-Horse-(2021)#tab=summary
88,89,The House Next Door: Meet the Blacks 2,HEFG Rele…,"$2,893,660","$1,011,756",539,https://www.the-numbers.com/movie/House-Next-Door-Meet-the-Blacks-2-The-(2021)#tab=summary
89,90,Here Today,Sony Pict…,"$2,807,494","$1,042,171",1230,https://www.the-numbers.com/movie/Here-Today#tab=summary
90,91,Finding You,Roadside …,"$2,753,985","$920,476",1447,https://www.the-numbers.com/movie/Finding-You-(2021)#tab=summary
91,92,Lamb,A24,"$2,676,410","$1,000,089",865,https://www.the-numbers.com/movie/Lamb-(Iceland-2021)#tab=summary
92,93,The Card Counter,Focus Fea…,"$2,657,850","$1,039,580",739,https://www.the-numbers.com/movie/Card-Counter-The-(2021)#tab=summary
93,94,Land,Focus Fea…,"$2,577,830","$899,810",1349,https://www.the-numbers.com/movie/Land-(2021)#tab=summary
94,95,The Eyes of Tammy Faye,Searchlig…,"$2,404,127","$652,358",1352,https://www.the-numbers.com/movie/Eyes-of-Tammy-Faye-The-(2021)#tab=summary
95,96,Doraibu mai kâ,Janus Films,"$2,352,240","$13,775",213,https://www.the-numbers.com/movie/Doraibu-mai-ka-(2021-Japan)#tab=summary
96,97,"Summer of Soul (…Or, When the Revolution Could …",Searchlig…,"$2,320,649","$647,634",752,https://www.the-numbers.com/movie/Summer-of-Soul-Or-When-the-Revolution-Could-Not-Be-Televised-(2021)#tab=summary
97,98,Madres paralelas,Sony Pict…,"$2,297,501","$38,249",684,https://www.the-numbers.com/movie/Madres-paralelas-(2021-Spain)#tab=summary
98,99,After We Fell,Vertical …,"$2,170,750","$426,457",1294,https://www.the-numbers.com/movie/After-We-Fell-(2021)#tab=summary
99,100,The Father,Sony Pict…,"$2,120,992",,933,https://www.the-numbers.com/movie/Father-The-(UK)#tab=summary
